query_x	subject_x	identity	coverage	qlength	slength	alength	bitscore	E-value	query_y	subject_y
CJJ81176_RS01430	SL1344_RS00925	43.019	96.0	274.0	263.0	265.0	233.0	1.96e-77	SL1344_RS00925	CJJ81176_RS01430
CJJ81176_RS01440	SL1344_RS12545	29.63	85.0	222.0	277.0	189.0	99.4	4.59e-26	SL1344_RS12545	CJJ81176_RS01440
CJJ81176_RS01445	SL1344_RS07770	28.261	64.0	133.0	594.0	92.0	28.5	0.17	SL1344_RS07770	CJJ81176_RS01445
CJJ81176_RS01450	SL1344_RS03955	28.814	91.0	249.0	257.0	236.0	69.3	7.76e-15	SL1344_RS03955	CJJ81176_RS01450
CJJ81176_RS01455	SL1344_RS04030	21.26	96.0	228.0	251.0	254.0	49.3	4.08e-08	SL1344_RS04030	CJJ81176_RS01455
CJJ81176_RS01460	SL1344_RS23025	40.476	21.0	203.0	1171.0	42.0	31.6	0.042	SL1344_RS23025	CJJ81176_RS01460
CJJ81176_RS01465	SL1344_RS04025	28.338	96.0	380.0	385.0	367.0	157.0	2e-45	SL1344_RS04025	CJJ81176_RS01465
CJJ81176_RS01470	SL1344_RS04015	32.854	96.0	427.0	429.0	417.0	251.0	5.4e-80	SL1344_RS04015	CJJ81176_RS01470
CJJ81176_RS01475	SL1344_RS04035	25.882	74.0	201.0	228.0	170.0	55.1	2.88e-10	SL1344_RS04035	CJJ81176_RS01475
CJJ81176_RS01480	SL1344_RS22275	30.392	98.0	104.0	105.0	102.0	47.8	2.5e-09	SL1344_RS22275	CJJ81176_RS01480
CJJ81176_RS01495	SL1344_RS08900	35.789	99.0	181.0	194.0	190.0	88.2	4.76e-23	SL1344_RS08900	CJJ81176_RS01495
CJJ81176_RS01500	SL1344_RS22980	22.5	64.0	352.0	360.0	240.0	47.4	7.9e-07	SL1344_RS22980	CJJ81176_RS01500
CJJ81176_RS01505	SL1344_RS15590	32.297	98.0	402.0	420.0	418.0	189.0	1.03e-56	SL1344_RS15590	CJJ81176_RS01505
CJJ81176_RS01510	SL1344_RS03440	26.0	95.0	255.0	250.0	250.0	73.2	2.5e-16	SL1344_RS03440	CJJ81176_RS01510
CJJ81176_RS01515	SL1344_RS13685	31.733	97.0	357.0	386.0	375.0	147.0	1.01e-41	SL1344_RS13685	CJJ81176_RS01515
CJJ81176_RS01520	SL1344_RS10665	26.235	86.0	364.0	359.0	324.0	106.0	8.77e-27	SL1344_RS10665	CJJ81176_RS01520
CJJ81176_RS01525	SL1344_RS09850	31.776	90.0	560.0	560.0	535.0	230.0	2.75e-69	SL1344_RS09850	CJJ81176_RS01525
CJJ81176_RS01530	SL1344_RS09855	30.675	95.0	342.0	331.0	326.0	179.0	1.63e-54	SL1344_RS09855	CJJ81176_RS01530
CJJ81176_RS01540	SL1344_RS02160	41.118	98.0	615.0	620.0	608.0	449.0	2.98e-152	SL1344_RS02160	CJJ81176_RS01540
CJJ81176_RS01550	SL1344_RS18800	34.375	8.0	398.0	236.0	32.0	29.3	0.45	SL1344_RS18800	CJJ81176_RS01550
CJJ81176_RS01555	SL1344_RS20410	31.933	97.0	235.0	251.0	238.0	123.0	1.84e-35	SL1344_RS20410	CJJ81176_RS01555
CJJ81176_RS01560	SL1344_RS12880	42.199	73.0	387.0	449.0	282.0	246.0	2.25e-78	SL1344_RS12880	CJJ81176_RS01560
CJJ81176_RS01565	SL1344_RS04750	40.055	99.0	358.0	362.0	362.0	265.0	1.51e-87	SL1344_RS04750	CJJ81176_RS01565
CJJ81176_RS01570	SL1344_RS09100	36.111	92.0	116.0	114.0	108.0	64.7	1.24e-15	SL1344_RS09100	CJJ81176_RS01570
CJJ81176_RS01575	SL1344_RS05885	47.896	95.0	324.0	317.0	309.0	305.0	3.4099999999999994e-104	SL1344_RS05885	CJJ81176_RS01575
CJJ81176_RS01580	SL1344_RS05880	39.64	98.0	328.0	359.0	333.0	224.0	6.430000000000001e-72	SL1344_RS05880	CJJ81176_RS01580
CJJ81176_RS01585	SL1344_RS09380	36.111	71.0	48.0	124.0	36.0	25.0	0.18	SL1344_RS09380	CJJ81176_RS01585
CJJ81176_RS01595	SL1344_RS12950	59.124	100.0	137.0	143.0	137.0	171.0	8.04e-57	SL1344_RS12950	CJJ81176_RS01595
CJJ81176_RS01605	SL1344_RS02060	61.307	100.0	198.0	200.0	199.0	261.0	8.79e-91	SL1344_RS02060	CJJ81176_RS01605
CJJ81176_RS01610	SL1344_RS09575	36.034	96.0	368.0	383.0	358.0	253.0	1.5599999999999998e-82	SL1344_RS09575	CJJ81176_RS01610
CJJ81176_RS01615	SL1344_RS09615	24.889	76.0	247.0	309.0	225.0	53.5	2.91e-09	SL1344_RS09615	CJJ81176_RS01615
CJJ81176_RS01620	SL1344_RS09620	23.932	82.0	258.0	295.0	234.0	52.8	6.12e-09	SL1344_RS09620	CJJ81176_RS01620
CJJ81176_RS01625	SL1344_RS20555	35.033	99.0	879.0	928.0	922.0	516.0	1.2499999999999998e-170	SL1344_RS20555	CJJ81176_RS01625
CJJ81176_RS01635	SL1344_RS00260	25.182	81.0	335.0	306.0	274.0	78.6	2.32e-17	SL1344_RS00260	CJJ81176_RS01635
CJJ81176_RS01640	SL1344_RS14600	28.814	78.0	147.0	141.0	118.0	57.0	4.78e-12	SL1344_RS14600	CJJ81176_RS01640
CJJ81176_RS01645	SL1344_RS21835	51.312	99.0	941.0	941.0	953.0	907.0	0.0	SL1344_RS21835	CJJ81176_RS01645
CJJ81176_RS01660	SL1344_RS08610	32.345	82.0	416.0	520.0	371.0	162.0	6.579999999999999e-46	SL1344_RS08610	CJJ81176_RS01660
CJJ81176_RS01665	SL1344_RS08615	34.362	90.0	533.0	531.0	486.0	234.0	2.81e-71	SL1344_RS08615	CJJ81176_RS01665
CJJ81176_RS01675	SL1344_RS08625	51.688	98.0	392.0	397.0	385.0	395.0	2.89e-137	SL1344_RS08625	CJJ81176_RS01675
CJJ81176_RS01680	SL1344_RS08630	30.222	89.0	249.0	268.0	225.0	113.0	2.8900000000000002e-31	SL1344_RS08630	CJJ81176_RS01680
CJJ81176_RS01700	SL1344_RS20135	24.109	95.0	486.0	493.0	477.0	97.1	1.79e-22	SL1344_RS20135	CJJ81176_RS01700
CJJ81176_RS01705	SL1344_RS13200	43.529	98.0	81.0	86.0	85.0	65.9	7.4e-17	SL1344_RS13200	CJJ81176_RS01705
CJJ81176_RS01720	SL1344_RS16580	29.0	96.0	202.0	203.0	200.0	77.4	1.36e-18	SL1344_RS16580	CJJ81176_RS01720
CJJ81176_RS01730	SL1344_RS17010	43.224	95.0	445.0	445.0	428.0	325.0	1.07e-108	SL1344_RS17010	CJJ81176_RS01730
CJJ81176_RS01735	SL1344_RS00240	33.333	75.0	156.0	166.0	123.0	64.3	1.59e-14	SL1344_RS00240	CJJ81176_RS01735
CJJ81176_RS01740	SL1344_RS16105	27.027	44.0	150.0	711.0	74.0	29.6	0.08	SL1344_RS16105	CJJ81176_RS01740
CJJ81176_RS01755	SL1344_RS01790	24.421	94.0	492.0	485.0	475.0	153.0	6.27e-42	SL1344_RS01790	CJJ81176_RS01755
CJJ81176_RS01760	SL1344_RS12735	42.65	98.0	1040.0	1037.0	1034.0	848.0	0.0	SL1344_RS12735	CJJ81176_RS01760
CJJ81176_RS01765	SL1344_RS17510	30.508	94.0	367.0	385.0	354.0	151.0	2.68e-43	SL1344_RS17510	CJJ81176_RS01765
CJJ81176_RS01770	SL1344_RS05985	40.0	21.0	210.0	211.0	45.0	44.3	1.3e-06	SL1344_RS05985	CJJ81176_RS01770
CJJ81176_RS01780	SL1344_RS16590	48.333	86.0	70.0	71.0	60.0	51.2	1.96e-11	SL1344_RS16590	CJJ81176_RS01780
CJJ81176_RS01795	SL1344_RS16485	30.102	97.0	389.0	387.0	392.0	158.0	1.94e-45	SL1344_RS16485	CJJ81176_RS01795
CJJ81176_RS01805	SL1344_RS02225	41.25	97.0	163.0	163.0	160.0	111.0	1.32e-32	SL1344_RS02225	CJJ81176_RS01805
CJJ81176_RS01810	SL1344_RS20420	23.741	87.0	158.0	546.0	139.0	29.3	0.15	SL1344_RS20420	CJJ81176_RS01810
CJJ81176_RS01825	SL1344_RS17450	26.667	80.0	190.0	199.0	165.0	45.4	4.56e-07	SL1344_RS17450	CJJ81176_RS01825
CJJ81176_RS01830	SL1344_RS17445	57.854	85.0	297.0	334.0	261.0	315.0	1.8599999999999998e-108	SL1344_RS17445	CJJ81176_RS01830
CJJ81176_RS01835	SL1344_RS08530	34.234	97.0	226.0	245.0	222.0	126.0	1.29e-36	SL1344_RS08530	CJJ81176_RS01835
CJJ81176_RS01840	SL1344_RS02140	35.0	89.0	132.0	139.0	120.0	65.5	1.58e-15	SL1344_RS02140	CJJ81176_RS01840
CJJ81176_RS01845	SL1344_RS02135	49.032	100.0	154.0	156.0	155.0	156.0	1.08e-50	SL1344_RS02135	CJJ81176_RS01845
CJJ81176_RS01850	SL1344_RS08845	44.944	97.0	271.0	284.0	267.0	238.0	3.4000000000000004e-79	SL1344_RS08845	CJJ81176_RS01850
CJJ81176_RS01860	SL1344_RS12915	32.23	97.0	460.0	490.0	453.0	241.0	2.81e-75	SL1344_RS12915	CJJ81176_RS01860
CJJ81176_RS01865	SL1344_RS17995	33.125	92.0	165.0	173.0	160.0	91.3	1.11e-24	SL1344_RS17995	CJJ81176_RS01865
CJJ81176_RS01870	SL1344_RS17965	38.602	99.0	319.0	334.0	329.0	206.0	3.08e-65	SL1344_RS17965	CJJ81176_RS01870
CJJ81176_RS01875	SL1344_RS04680	46.838	100.0	411.0	430.0	427.0	372.0	1.58e-127	SL1344_RS04680	CJJ81176_RS01875
CJJ81176_RS01885	SL1344_RS07470	45.0	19.0	211.0	113.0	40.0	26.6	0.77	SL1344_RS07470	CJJ81176_RS01885
CJJ81176_RS01890	SL1344_RS06845	37.605	97.0	480.0	470.0	476.0	288.0	2.59e-93	SL1344_RS06845	CJJ81176_RS01890
CJJ81176_RS01895	SL1344_RS14445	21.212	93.0	448.0	422.0	429.0	51.6	5.64e-08	SL1344_RS14445	CJJ81176_RS01895
CJJ81176_RS01910	SL1344_RS04735	24.444	14.0	332.0	285.0	45.0	29.6	0.3	SL1344_RS04735	CJJ81176_RS01910
CJJ81176_RS01925	SL1344_RS12125	27.5	64.0	187.0	162.0	120.0	34.3	0.002	SL1344_RS12125	CJJ81176_RS01925
CJJ81176_RS01930	SL1344_RS03500	43.284	83.0	157.0	150.0	134.0	103.0	9.3e-30	SL1344_RS03500	CJJ81176_RS01930
CJJ81176_RS01935	SL1344_RS15725	48.374	97.0	501.0	505.0	492.0	460.0	9.12e-160	SL1344_RS15725	CJJ81176_RS01935
CJJ81176_RS01940	SL1344_RS13095	54.745	99.0	414.0	417.0	411.0	470.0	3.01e-166	SL1344_RS13095	CJJ81176_RS01940
CJJ81176_RS01955	SL1344_RS15090	27.397	25.0	278.0	212.0	73.0	28.9	0.39	SL1344_RS15090	CJJ81176_RS01955
CJJ81176_RS01960	SL1344_RS17565	30.909	99.0	262.0	272.0	275.0	106.0	1.66e-28	SL1344_RS17565	CJJ81176_RS01960
CJJ81176_RS01970	SL1344_RS15530	31.206	94.0	271.0	291.0	282.0	121.0	1.11e-33	SL1344_RS15530	CJJ81176_RS01970
CJJ81176_RS01980	SL1344_RS22300	35.654	87.0	663.0	596.0	589.0	318.0	2.86e-101	SL1344_RS22300	CJJ81176_RS01980
CJJ81176_RS01985	SL1344_RS22295	29.545	91.0	241.0	244.0	220.0	116.0	1.1300000000000001e-32	SL1344_RS22295	CJJ81176_RS01985
CJJ81176_RS01990	SL1344_RS05435	23.276	14.0	728.0	263.0	116.0	35.4	0.011	SL1344_RS05435	CJJ81176_RS01990
CJJ81176_RS02000	SL1344_RS08785	33.333	73.0	234.0	509.0	169.0	53.5	1.4	SL1344_RS08785	CJJ81176_RS02000
CJJ81176_RS02005	SL1344_RS07590	29.487	31.0	242.0	119.0	78.0	26.6	0.96	SL1344_RS07590	CJJ81176_RS02005
CJJ81176_RS02010	SL1344_RS06720	43.902	7.0	573.0	428.0	41.0	38.9	0.000882	SL1344_RS06720	CJJ81176_RS02010
CJJ81176_RS02035	SL1344_RS05700	36.316	98.0	190.0	191.0	190.0	102.0	2.7699999999999997e-28	SL1344_RS05700	CJJ81176_RS02035
CJJ81176_RS02045	SL1344_RS04240	41.524	99.0	525.0	530.0	525.0	431.0	9.56e-148	SL1344_RS04240	CJJ81176_RS02045
CJJ81176_RS02050	SL1344_RS23870	30.0	36.0	111.0	144.0	40.0	25.8	0.7	SL1344_RS23870	CJJ81176_RS02050
CJJ81176_RS02060	SL1344_RS20480	37.719	56.0	194.0	204.0	114.0	75.9	4.05e-18	SL1344_RS20480	CJJ81176_RS02060
CJJ81176_RS02070	SL1344_RS12190	38.095	9.0	245.0	172.0	21.0	25.8	2.8	SL1344_RS12190	CJJ81176_RS02070
CJJ81176_RS02100	SL1344_RS00640	27.249	86.0	402.0	438.0	378.0	121.0	2.46e-31	SL1344_RS00640	CJJ81176_RS02100
CJJ81176_RS02105	SL1344_RS00635	42.816	98.0	353.0	360.0	348.0	293.0	2.57e-98	SL1344_RS00635	CJJ81176_RS02105
CJJ81176_RS02110	SL1344_RS19085	40.557	99.0	492.0	514.0	503.0	377.0	5.43e-127	SL1344_RS19085	CJJ81176_RS02110
CJJ81176_RS02120	SL1344_RS05895	45.161	100.0	247.0	244.0	248.0	202.0	2.8e-66	SL1344_RS05895	CJJ81176_RS02120
CJJ81176_RS02150	SL1344_RS05900	45.455	99.0	77.0	78.0	77.0	72.8	9.42e-20	SL1344_RS05900	CJJ81176_RS02150
CJJ81176_RS02155	SL1344_RS05905	51.707	99.0	404.0	413.0	410.0	399.0	1.34e-138	SL1344_RS05905	CJJ81176_RS02155
CJJ81176_RS02160	SL1344_RS01175	48.726	98.0	312.0	319.0	314.0	298.0	1.21e-101	SL1344_RS01175	CJJ81176_RS02160
CJJ81176_RS02165	SL1344_RS11295	29.454	94.0	684.0	663.0	696.0	226.0	1.1e-65	SL1344_RS11295	CJJ81176_RS02165
CJJ81176_RS02170	SL1344_RS12715	33.058	61.0	198.0	191.0	121.0	69.3	1.09e-15	SL1344_RS12715	CJJ81176_RS02170
CJJ81176_RS02175	SL1344_RS16230	30.303	62.0	365.0	352.0	231.0	112.0	7.67e-29	SL1344_RS16230	CJJ81176_RS02175
CJJ81176_RS02185	SL1344_RS19205	50.0	95.0	64.0	78.0	62.0	62.4	6.12e-16	SL1344_RS19205	CJJ81176_RS02185
CJJ81176_RS02190	SL1344_RS17975	42.523	99.0	215.0	225.0	214.0	185.0	4.2199999999999996e-60	SL1344_RS17975	CJJ81176_RS02190
CJJ81176_RS02195	SL1344_RS09395	26.257	68.0	253.0	232.0	179.0	44.3	2.78e-06	SL1344_RS09395	CJJ81176_RS02195
CJJ81176_RS02200	SL1344_RS21375	41.814	97.0	430.0	631.0	452.0	355.0	7.29e-118	SL1344_RS21375	CJJ81176_RS02200
CJJ81176_RS02225	SL1344_RS03385	37.188	99.0	433.0	474.0	441.0	296.0	5.31e-97	SL1344_RS03385	CJJ81176_RS02225
CJJ81176_RS02235	SL1344_RS16975	30.0	90.0	362.0	500.0	340.0	152.0	9.110000000000001e-43	SL1344_RS16975	CJJ81176_RS02235
CJJ81176_RS02240	SL1344_RS02690	21.774	27.0	395.0	419.0	124.0	27.7	1.5	SL1344_RS02690	CJJ81176_RS02240
CJJ81176_RS02255	SL1344_RS19285	34.033	66.0	607.0	693.0	429.0	191.0	1.53e-53	SL1344_RS19285	CJJ81176_RS02255
CJJ81176_RS02260	SL1344_RS23515	29.412	40.0	127.0	171.0	51.0	26.6	0.51	SL1344_RS23515	CJJ81176_RS02260
CJJ81176_RS02265	SL1344_RS17890	23.936	89.0	198.0	210.0	188.0	58.2	1.84e-11	SL1344_RS17890	CJJ81176_RS02265
CJJ81176_RS02280	SL1344_RS04190	51.899	97.0	245.0	240.0	237.0	263.0	3.0999999999999997e-90	SL1344_RS04190	CJJ81176_RS02280
CJJ81176_RS02305	SL1344_RS21285	73.116	99.0	399.0	394.0	398.0	591.0	0.0	SL1344_RS21285	CJJ81176_RS02305
CJJ81176_RS02310	SL1344_RS19200	48.571	67.0	52.0	55.0	35.0	38.5	6.58e-07	SL1344_RS19200	CJJ81176_RS02310
CJJ81176_RS02320	SL1344_RS21290	30.769	88.0	59.0	127.0	52.0	33.1	0.000359	SL1344_RS21290	CJJ81176_RS02320
CJJ81176_RS02325	SL1344_RS21295	41.618	97.0	177.0	181.0	173.0	156.0	7.3e-50	SL1344_RS21295	CJJ81176_RS02325
CJJ81176_RS02330	SL1344_RS21300	61.972	100.0	141.0	142.0	142.0	173.0	1.21e-57	SL1344_RS21300	CJJ81176_RS02330
CJJ81176_RS02335	SL1344_RS21305	49.782	98.0	233.0	234.0	229.0	224.0	5.37e-75	SL1344_RS21305	CJJ81176_RS02335
CJJ81176_RS02340	SL1344_RS21310	30.0	97.0	159.0	165.0	160.0	65.1	8.2e-15	SL1344_RS21310	CJJ81176_RS02340
CJJ81176_RS02345	SL1344_RS21315	57.6	100.0	125.0	121.0	125.0	104.0	3.6e-31	SL1344_RS21315	CJJ81176_RS02345
CJJ81176_RS02350	SL1344_RS21320	47.119	99.0	1378.0	1342.0	1371.0	1235.0	0.0	SL1344_RS21320	CJJ81176_RS02350
CJJ81176_RS02355	SL1344_RS21325	53.687	92.0	1517.0	1407.0	1017.0	1129.0	5.79e-75	SL1344_RS21325	CJJ81176_RS02355
CJJ81176_RS02360	SL1344_RS17800	75.806	97.0	128.0	124.0	124.0	198.0	4.7e-68	SL1344_RS17800	CJJ81176_RS02360
CJJ81176_RS02365	SL1344_RS17795	58.065	99.0	156.0	156.0	155.0	192.0	7.38e-65	SL1344_RS17795	CJJ81176_RS02365
CJJ81176_RS02370	SL1344_RS17790	64.957	99.0	691.0	704.0	702.0	913.0	0.0	SL1344_RS17790	CJJ81176_RS02370
CJJ81176_RS02385	SL1344_RS23375	32.143	36.0	233.0	342.0	84.0	57.8	9.55e-11	SL1344_RS23375	CJJ81176_RS02385
CJJ81176_RS02400	SL1344_RS08620	39.024	79.0	258.0	452.0	205.0	148.0	9e-43	SL1344_RS08620	CJJ81176_RS02400
CJJ81176_RS02405	SL1344_RS07320	32.558	27.0	161.0	377.0	43.0	30.4	0.06	SL1344_RS07320	CJJ81176_RS02405
CJJ81176_RS02410	SL1344_RS02610	33.784	63.0	334.0	364.0	222.0	108.0	8.93e-28	SL1344_RS02610	CJJ81176_RS02410
CJJ81176_RS02445	SL1344_RS02490	20.847	95.0	309.0	320.0	307.0	82.4	8.54e-19	SL1344_RS02490	CJJ81176_RS02445
CJJ81176_RS02450	SL1344_RS14250	29.082	61.0	288.0	337.0	196.0	73.6	8.52e-16	SL1344_RS14250	CJJ81176_RS02450
CJJ81176_RS02455	SL1344_RS20190	31.073	93.0	357.0	376.0	354.0	145.0	4.04e-41	SL1344_RS20190	CJJ81176_RS02455
CJJ81176_RS02460	SL1344_RS14640	46.977	98.0	842.0	876.0	860.0	742.0	0.0	SL1344_RS14640	CJJ81176_RS02460
CJJ81176_RS02465	SL1344_RS17410	26.857	96.0	183.0	197.0	175.0	63.2	1.46e-13	SL1344_RS17410	CJJ81176_RS02465
CJJ81176_RS02470	SL1344_RS00965	33.622	87.0	643.0	840.0	577.0	270.0	4.31e-81	SL1344_RS00965	CJJ81176_RS02470
CJJ81176_RS02475	SL1344_RS13660	48.014	99.0	857.0	857.0	856.0	807.0	0.0	SL1344_RS13660	CJJ81176_RS02475
CJJ81176_RS02480	SL1344_RS15640	32.979	95.0	96.0	90.0	94.0	43.5	5.83e-08	SL1344_RS15640	CJJ81176_RS02480
CJJ81176_RS02485	SL1344_RS09215	29.912	70.0	444.0	682.0	341.0	130.0	2.26e-33	SL1344_RS09215	CJJ81176_RS02485
CJJ81176_RS02490	SL1344_RS12765	42.308	99.0	236.0	237.0	234.0	184.0	1.9600000000000002e-59	SL1344_RS12765	CJJ81176_RS02490
CJJ81176_RS02505	SL1344_RS13375	24.658	18.0	398.0	181.0	73.0	30.0	0.18	SL1344_RS13375	CJJ81176_RS02505
CJJ81176_RS02510	SL1344_RS16410	22.36	70.0	230.0	245.0	161.0	47.0	3.18e-07	SL1344_RS16410	CJJ81176_RS02510
CJJ81176_RS02515	SL1344_RS03180	42.342	88.0	122.0	127.0	111.0	69.3	3.56e-17	SL1344_RS03180	CJJ81176_RS02515
CJJ81176_RS02520	SL1344_RS02480	43.639	99.0	608.0	624.0	621.0	504.0	1.75e-173	SL1344_RS02480	CJJ81176_RS02520
CJJ81176_RS02535	SL1344_RS21505	26.087	58.0	589.0	543.0	345.0	71.6	5.6e-14	SL1344_RS21505	CJJ81176_RS02535
CJJ81176_RS02540	SL1344_RS00620	26.047	71.0	602.0	588.0	430.0	138.0	1.88e-35	SL1344_RS00620	CJJ81176_RS02540
CJJ81176_RS02545	SL1344_RS09845	42.857	29.0	98.0	104.0	28.0	31.2	0.004	SL1344_RS09845	CJJ81176_RS02545
CJJ81176_RS02550	SL1344_RS05790	31.056	98.0	164.0	134.0	161.0	87.0	1.55e-23	SL1344_RS05790	CJJ81176_RS02550
CJJ81176_RS02555	SL1344_RS05785	29.6	85.0	143.0	138.0	125.0	51.6	5.24e-10	SL1344_RS05785	CJJ81176_RS02555
CJJ81176_RS02560	SL1344_RS05915	34.615	53.0	333.0	340.0	182.0	99.0	2.0199999999999998e-24	SL1344_RS05915	CJJ81176_RS02560
CJJ81176_RS02570	SL1344_RS19825	24.806	17.0	734.0	194.0	129.0	30.8	0.25	SL1344_RS19825	CJJ81176_RS02570
CJJ81176_RS02575	SL1344_RS17350	27.306	85.0	300.0	312.0	271.0	58.2	1.57e-10	SL1344_RS17350	CJJ81176_RS02575
CJJ81176_RS02580	SL1344_RS03730	46.373	99.0	387.0	388.0	386.0	345.0	5.72e-118	SL1344_RS03730	CJJ81176_RS02580
CJJ81176_RS02585	SL1344_RS03735	58.681	99.0	289.0	289.0	288.0	332.0	1.13e-115	SL1344_RS03735	CJJ81176_RS02585
CJJ81176_RS02610	SL1344_RS05680	26.829	47.0	87.0	124.0	41.0	26.2	0.28	SL1344_RS05680	CJJ81176_RS02610
CJJ81176_RS02620	SL1344_RS17075	34.545	86.0	297.0	323.0	275.0	157.0	4.450000000000001e-47	SL1344_RS17075	CJJ81176_RS02620
CJJ81176_RS02625	SL1344_RS08870	31.078	89.0	432.0	418.0	399.0	162.0	3.13e-46	SL1344_RS08870	CJJ81176_RS02625
CJJ81176_RS02630	SL1344_RS01225	45.517	99.0	569.0	572.0	580.0	493.0	1.1099999999999999e-170	SL1344_RS01225	CJJ81176_RS02630
CJJ81176_RS02640	SL1344_RS20255	47.682	98.0	307.0	313.0	302.0	266.0	1.75e-89	SL1344_RS20255	CJJ81176_RS02640
CJJ81176_RS02645	SL1344_RS20450	33.333	74.0	600.0	492.0	459.0	260.0	5.78e-81	SL1344_RS20450	CJJ81176_RS02645
CJJ81176_RS02655	SL1344_RS09805	29.459	68.0	642.0	467.0	370.0	77.0	9.3	SL1344_RS09805	CJJ81176_RS02655
CJJ81176_RS02660	SL1344_RS09810	34.951	80.0	128.0	135.0	103.0	56.2	5.49e-12	SL1344_RS09810	CJJ81176_RS02660
CJJ81176_RS02670	SL1344_RS22255	45.699	98.0	189.0	188.0	186.0	179.0	1.4800000000000001e-58	SL1344_RS22255	CJJ81176_RS02670
CJJ81176_RS02700	SL1344_RS17895	25.352	39.0	361.0	695.0	142.0	44.7	7.98e-06	SL1344_RS17895	CJJ81176_RS02700
CJJ81176_RS02705	SL1344_RS01650	38.084	98.0	410.0	416.0	407.0	303.0	1.04e-100	SL1344_RS01650	CJJ81176_RS02705
CJJ81176_RS02725	SL1344_RS21795	36.026	96.0	458.0	471.0	458.0	271.0	6.14e-87	SL1344_RS21795	CJJ81176_RS02725
CJJ81176_RS02730	SL1344_RS09345	34.375	15.0	200.0	177.0	32.0	25.4	2.7	SL1344_RS09345	CJJ81176_RS02730
CJJ81176_RS02750	SL1344_RS21485	20.312	44.0	260.0	583.0	128.0	27.3	1.2	SL1344_RS21485	CJJ81176_RS02750
CJJ81176_RS02755	SL1344_RS08325	21.528	91.0	154.0	276.0	144.0	29.3	0.1	SL1344_RS08325	CJJ81176_RS02755
CJJ81176_RS02785	SL1344_RS16520	45.05	59.0	339.0	217.0	202.0	189.0	8.51e-60	SL1344_RS16520	CJJ81176_RS02785
CJJ81176_RS02795	SL1344_RS00590	45.629	99.0	566.0	574.0	572.0	539.0	0.0	SL1344_RS00590	CJJ81176_RS02795
CJJ81176_RS02800	SL1344_RS00595	39.355	97.0	154.0	163.0	155.0	104.0	4.2699999999999995e-30	SL1344_RS00595	CJJ81176_RS02800
CJJ81176_RS02805	SL1344_RS01145	34.132	99.0	321.0	341.0	334.0	182.0	4.51e-56	SL1344_RS01145	CJJ81176_RS02805
CJJ81176_RS02810	SL1344_RS02070	37.822	99.0	342.0	354.0	349.0	233.0	2.7000000000000003e-75	SL1344_RS02070	CJJ81176_RS02810
CJJ81176_RS02815	SL1344_RS20435	34.538	99.0	245.0	259.0	249.0	143.0	9.140000000000001e-43	SL1344_RS20435	CJJ81176_RS02815
CJJ81176_RS02820	SL1344_RS20430	24.194	46.0	135.0	182.0	62.0	42.4	1.86e-06	SL1344_RS20430	CJJ81176_RS02820
CJJ81176_RS02825	SL1344_RS16055	34.076	84.0	355.0	378.0	314.0	158.0	4.71e-46	SL1344_RS16055	CJJ81176_RS02825
CJJ81176_RS02830	SL1344_RS15540	36.25	96.0	156.0	176.0	160.0	97.1	5.0400000000000005e-27	SL1344_RS15540	CJJ81176_RS02830
CJJ81176_RS02835	SL1344_RS00010	30.736	98.0	400.0	820.0	462.0	174.0	6.05e-49	SL1344_RS00010	CJJ81176_RS02835
CJJ81176_RS02850	SL1344_RS17015	33.942	71.0	380.0	282.0	274.0	152.0	1.1e-44	SL1344_RS17015	CJJ81176_RS02850
CJJ81176_RS02855	SL1344_RS12460	39.07	96.0	647.0	671.0	645.0	412.0	2.02e-136	SL1344_RS12460	CJJ81176_RS02855
CJJ81176_RS02860	SL1344_RS08430	25.0	22.0	334.0	74.0	72.0	24.6	3.2	SL1344_RS08430	CJJ81176_RS02860
CJJ81176_RS02870	SL1344_RS00230	28.125	92.0	284.0	312.0	288.0	92.4	1.0300000000000001e-22	SL1344_RS00230	CJJ81176_RS02870
CJJ81176_RS02875	SL1344_RS09530	36.402	99.0	236.0	247.0	239.0	150.0	7.839999999999999e-46	SL1344_RS09530	CJJ81176_RS02875
CJJ81176_RS02890	SL1344_RS19255	59.799	95.0	210.0	205.0	199.0	219.0	1.2500000000000001e-73	SL1344_RS19255	CJJ81176_RS02890
CJJ81176_RS02895	SL1344_RS06610	31.884	59.0	216.0	284.0	138.0	52.0	5.28e-09	SL1344_RS06610	CJJ81176_RS02895
CJJ81176_RS02900	SL1344_RS07220	38.725	98.0	208.0	211.0	204.0	145.0	5.71e-45	SL1344_RS07220	CJJ81176_RS02900
CJJ81176_RS02905	SL1344_RS02310	31.169	53.0	273.0	623.0	154.0	64.7	1.07e-12	SL1344_RS02310	CJJ81176_RS02905
CJJ81176_RS02910	SL1344_RS15875	64.789	99.0	354.0	359.0	355.0	477.0	6.1e-171	SL1344_RS15875	CJJ81176_RS02910
CJJ81176_RS02915	SL1344_RS21855	25.275	15.0	480.0	462.0	91.0	35.8	0.006	SL1344_RS21855	CJJ81176_RS02915
CJJ81176_RS02925	SL1344_RS09770	24.224	94.0	291.0	328.0	322.0	43.9	6.97e-06	SL1344_RS09770	CJJ81176_RS02925
