query_x	subject_x	identity	coverage	qlength	slength	alength	bitscore	E-value	query_y	subject_y
CJJ81176_RS01220	Cj0252	95.541	100.0	157.0	157.0	157.0	305.0	1.02e-109	Cj0252	CJJ81176_RS01220
CJJ81176_RS01225	Cj0253	96.552	100.0	87.0	87.0	87.0	175.0	1.1e-60	Cj0253	CJJ81176_RS01225
CJJ81176_RS01230	Cj0254	99.741	100.0	386.0	386.0	386.0	756.0	0.0	Cj0254	CJJ81176_RS01230
CJJ81176_RS01235	Cj0255c	98.81	100.0	252.0	252.0	252.0	511.0	0.0	Cj0255c	CJJ81176_RS01235
CJJ81176_RS01240	Cj0256	98.242	100.0	512.0	512.0	512.0	1027.0	0.0	Cj0256	CJJ81176_RS01240
CJJ81176_RS01245	Cj0257	97.458	100.0	118.0	118.0	118.0	226.0	6.02e-80	Cj0257	CJJ81176_RS01245
CJJ81176_RS01250	Cj0258	97.531	100.0	81.0	81.0	81.0	154.0	1.09e-52	Cj0258	CJJ81176_RS01250
CJJ81176_RS01255	Cj0259	98.209	100.0	335.0	335.0	335.0	679.0	0.0	Cj0259	CJJ81176_RS01255
CJJ81176_RS01260	Cj0260c	96.552	79.0	73.0	71.0	58.0	100.0	1.3600000000000001e-31	Cj0260c	CJJ81176_RS01260
CJJ81176_RS01265	Cj0261c	96.653	100.0	239.0	239.0	239.0	468.0	1.56e-171	Cj0261c	CJJ81176_RS01265
CJJ81176_RS01270	Cj0262c	100.0	100.0	665.0	665.0	665.0	1339.0	0.0	Cj0262c	CJJ81176_RS01270
CJJ81176_RS01275	Cj0263	100.0	100.0	291.0	291.0	291.0	577.0	0.0	Cj0263	CJJ81176_RS01275
CJJ81176_RS01280	Cj0264c	99.523	100.0	838.0	838.0	838.0	1733.0	0.0	Cj0264c	CJJ81176_RS01280
CJJ81176_RS01285	Cj0265c	96.335	100.0	191.0	191.0	191.0	377.0	2.61e-137	Cj0265c	CJJ81176_RS01285
CJJ81176_RS01290	Cj0266c	97.041	100.0	169.0	169.0	169.0	337.0	3.99e-122	Cj0266c	CJJ81176_RS01290
CJJ81176_RS01295	Cj0267c	99.432	100.0	176.0	176.0	176.0	349.0	1.4399999999999998e-126	Cj0267c	CJJ81176_RS01295
CJJ81176_RS01300	Cj0268c	99.724	100.0	362.0	362.0	362.0	726.0	0.0	Cj0268c	CJJ81176_RS01300
CJJ81176_RS01305	Cj0269c	99.342	100.0	304.0	304.0	304.0	623.0	0.0	Cj0269c	CJJ81176_RS01305
CJJ81176_RS01310	Cj0270	98.529	100.0	68.0	68.0	68.0	131.0	6.68e-44	Cj0270	CJJ81176_RS01310
CJJ81176_RS01315	Cj0271	96.689	100.0	151.0	151.0	151.0	297.0	7.760000000000001e-107	Cj0271	CJJ81176_RS01315
CJJ81176_RS01320	Cj0272	96.143	100.0	363.0	363.0	363.0	724.0	0.0	Cj0272	CJJ81176_RS01320
CJJ81176_RS01325	Cj0273	100.0	100.0	146.0	146.0	146.0	298.0	2.55e-107	Cj0273	CJJ81176_RS01325
CJJ81176_RS01330	Cj0274	98.479	100.0	263.0	263.0	263.0	531.0	0.0	Cj0274	CJJ81176_RS01330
CJJ81176_RS01335	Cj0275	99.509	100.0	407.0	417.0	407.0	822.0	0.0	Cj0275	CJJ81176_RS01335
CJJ81176_RS01340	Cj0276	99.422	100.0	346.0	346.0	346.0	674.0	0.0	Cj0276	CJJ81176_RS01340
CJJ81176_RS01345	Cj0277	99.197	100.0	249.0	249.0	249.0	497.0	0.0	Cj0277	CJJ81176_RS01345
CJJ81176_RS01350	Cj0279	99.357	100.0	1089.0	1089.0	1089.0	2225.0	0.0	Cj0279	CJJ81176_RS01350
CJJ81176_RS01355	Cj0280	100.0	100.0	140.0	140.0	140.0	286.0	4.6e-103	Cj0280	CJJ81176_RS01355
CJJ81176_RS01360	Cj0281c	99.077	100.0	325.0	325.0	325.0	652.0	0.0	Cj0281c	CJJ81176_RS01360
CJJ81176_RS01365	Cj0282c	96.135	100.0	207.0	207.0	207.0	404.0	1.67e-147	Cj0282c	CJJ81176_RS01365
CJJ81176_RS01370	Cj0283c	100.0	100.0	173.0	173.0	173.0	348.0	1.35e-126	Cj0283c	CJJ81176_RS01370
CJJ81176_RS01375	Cj0284c	98.7	100.0	769.0	769.0	769.0	1528.0	0.0	Cj0284c	CJJ81176_RS01375
CJJ81176_RS01380	Cj0285c	99.686	100.0	318.0	318.0	318.0	640.0	0.0	Cj0285c	CJJ81176_RS01380
CJJ81176_RS01385	Cj0286c	98.049	100.0	205.0	205.0	205.0	402.0	7.92e-147	Cj0286c	CJJ81176_RS01385
CJJ81176_RS01390	Cj0287c	98.758	100.0	161.0	161.0	161.0	323.0	9.350000000000001e-117	Cj0287c	CJJ81176_RS01390
CJJ81176_RS01395	Cj0288c	97.802	100.0	364.0	364.0	364.0	717.0	0.0	Cj0288c	CJJ81176_RS01395
CJJ81176_RS01400	Cj0289c	99.2	100.0	250.0	250.0	250.0	504.0	0.0	Cj0289c	CJJ81176_RS01400
CJJ81176_RS01410	Cj0293	99.612	100.0	258.0	258.0	258.0	522.0	0.0	Cj0293	CJJ81176_RS01410
CJJ81176_RS01415	Cj0294	95.392	100.0	217.0	219.0	217.0	363.0	7.55e-131	Cj0294	CJJ81176_RS01415
CJJ81176_RS01420	Cj0296c	98.413	100.0	126.0	126.0	126.0	253.0	1.96e-90	Cj0296c	CJJ81176_RS01420
CJJ81176_RS01425	Cj0297c	96.809	100.0	282.0	282.0	282.0	563.0	0.0	Cj0297c	CJJ81176_RS01425
CJJ81176_RS01430	Cj0298c	98.905	100.0	274.0	274.0	274.0	550.0	0.0	Cj0298c	CJJ81176_RS01430
CJJ81176_RS01435	Cj0300c	79.932	99.0	296.0	294.0	294.0	473.0	1.3299999999999999e-171	Cj0300c	CJJ81176_RS01435
CJJ81176_RS01440	Cj0301c	85.52	99.0	222.0	224.0	221.0	381.0	7.849999999999999e-138	Cj0301c	CJJ81176_RS01440
CJJ81176_RS01445	Cj0302c	64.615	98.0	133.0	133.0	130.0	170.0	4.34e-57	Cj0302c	CJJ81176_RS01445
CJJ81176_RS01450	Cj0303c	79.92	100.0	249.0	249.0	249.0	390.0	1.52e-140	Cj0303c	CJJ81176_RS01450
CJJ81176_RS01455	Cj0304c	75.877	100.0	228.0	228.0	228.0	355.0	3.2e-127	Cj0304c	CJJ81176_RS01455
CJJ81176_RS01460	Cj0305c	69.951	100.0	203.0	203.0	203.0	285.0	1.18e-100	Cj0305c	CJJ81176_RS01460
CJJ81176_RS01465	Cj0306c	75.789	100.0	380.0	380.0	380.0	568.0	0.0	Cj0306c	CJJ81176_RS01465
CJJ81176_RS01470	Cj0307	97.892	100.0	427.0	427.0	427.0	866.0	0.0	Cj0307	CJJ81176_RS01470
CJJ81176_RS01475	Cj0308c	100.0	100.0	201.0	201.0	201.0	404.0	1.1099999999999999e-147	Cj0308c	CJJ81176_RS01475
CJJ81176_RS01480	Cj0309c	99.038	100.0	104.0	104.0	104.0	201.0	2.84e-70	Cj0309c	CJJ81176_RS01480
CJJ81176_RS01485	Cj0310c	100.0	100.0	112.0	112.0	112.0	214.0	3.51e-75	Cj0310c	CJJ81176_RS01485
CJJ81176_RS01490	Cj0311	99.438	100.0	178.0	178.0	178.0	347.0	6.96e-126	Cj0311	CJJ81176_RS01490
CJJ81176_RS01495	Cj0312	99.448	100.0	181.0	181.0	181.0	355.0	7.88e-129	Cj0312	CJJ81176_RS01495
CJJ81176_RS01500	Cj0313	98.864	100.0	352.0	352.0	352.0	691.0	0.0	Cj0313	CJJ81176_RS01500
CJJ81176_RS01505	Cj0314	98.259	100.0	402.0	402.0	402.0	807.0	0.0	Cj0314	CJJ81176_RS01505
CJJ81176_RS01510	Cj0315	97.255	100.0	255.0	255.0	255.0	501.0	0.0	Cj0315	CJJ81176_RS01510
CJJ81176_RS01515	Cj0316	98.88	100.0	357.0	357.0	357.0	728.0	0.0	Cj0316	CJJ81176_RS01515
CJJ81176_RS01520	Cj0317	96.154	100.0	364.0	364.0	364.0	712.0	0.0	Cj0317	CJJ81176_RS01520
CJJ81176_RS01525	Cj0318	99.643	100.0	560.0	560.0	560.0	1123.0	0.0	Cj0318	CJJ81176_RS01525
CJJ81176_RS01530	Cj0319	100.0	100.0	342.0	342.0	342.0	689.0	0.0	Cj0319	CJJ81176_RS01530
CJJ81176_RS01535	Cj0320	98.188	100.0	276.0	276.0	276.0	540.0	0.0	Cj0320	CJJ81176_RS01535
CJJ81176_RS01540	Cj0321	99.512	100.0	615.0	615.0	615.0	1259.0	0.0	Cj0321	CJJ81176_RS01540
CJJ81176_RS01545	Cj0322	97.794	100.0	136.0	136.0	136.0	268.0	1.02e-95	Cj0322	CJJ81176_RS01545
CJJ81176_RS01550	Cj0323	98.995	100.0	398.0	398.0	398.0	756.0	0.0	Cj0323	CJJ81176_RS01550
CJJ81176_RS01555	Cj0324	98.723	100.0	235.0	235.0	235.0	469.0	4.2299999999999996e-172	Cj0324	CJJ81176_RS01555
CJJ81176_RS01560	Cj0325	99.742	100.0	387.0	387.0	387.0	785.0	0.0	Cj0325	CJJ81176_RS01560
CJJ81176_RS01565	Cj0326	98.603	100.0	358.0	358.0	358.0	738.0	0.0	Cj0326	CJJ81176_RS01565
CJJ81176_RS01570	Cj0327	99.138	100.0	116.0	116.0	116.0	237.0	2.57e-84	Cj0327	CJJ81176_RS01570
CJJ81176_RS01575	Cj0328c	100.0	100.0	324.0	324.0	324.0	660.0	0.0	Cj0328c	CJJ81176_RS01575
CJJ81176_RS01580	Cj0329c	98.78	100.0	328.0	328.0	328.0	656.0	0.0	Cj0329c	CJJ81176_RS01580
CJJ81176_RS01585	Cj0330c	100.0	100.0	48.0	48.0	48.0	97.4	6.2200000000000006e-31	Cj0330c	CJJ81176_RS01585
CJJ81176_RS01590	Cj0331c	98.291	100.0	117.0	117.0	117.0	231.0	1.11e-81	Cj0331c	CJJ81176_RS01590
CJJ81176_RS01595	Cj0332c	99.27	100.0	137.0	137.0	137.0	275.0	8.260000000000001e-99	Cj0332c	CJJ81176_RS01595
CJJ81176_RS01600	Cj0333c	97.872	100.0	94.0	94.0	94.0	188.0	1.62e-65	Cj0333c	CJJ81176_RS01600
CJJ81176_RS01605	Cj0334	100.0	100.0	198.0	198.0	198.0	408.0	2.6899999999999998e-149	Cj0334	CJJ81176_RS01605
CJJ81176_RS01610	Cj0335	99.167	98.0	368.0	362.0	360.0	717.0	0.0	Cj0335	CJJ81176_RS01610
CJJ81176_RS01615	Cj0336c	99.595	100.0	247.0	247.0	247.0	505.0	0.0	Cj0336c	CJJ81176_RS01615
CJJ81176_RS01620	Cj0337c	99.225	100.0	258.0	258.0	258.0	525.0	0.0	Cj0337c	CJJ81176_RS01620
CJJ81176_RS01625	Cj0338c	99.772	100.0	879.0	879.0	879.0	1781.0	0.0	Cj0338c	CJJ81176_RS01625
CJJ81176_RS01630	Cj0339	98.529	15.0	453.0	453.0	68.0	147.0	1.2799999999999998e-40	Cj0339	CJJ81176_RS01630
CJJ81176_RS01635	Cj0340	98.209	100.0	335.0	335.0	335.0	675.0	0.0	Cj0340	CJJ81176_RS01635
CJJ81176_RS01640	Cj0341c	99.32	100.0	147.0	147.0	147.0	276.0	1.47e-98	Cj0341c	CJJ81176_RS01640
CJJ81176_RS01645	Cj0342c	99.15	100.0	941.0	941.0	941.0	1902.0	0.0	Cj0342c	CJJ81176_RS01645
CJJ81176_RS01650	Cj0343c	100.0	100.0	261.0	261.0	261.0	496.0	0.0	Cj0343c	CJJ81176_RS01650
CJJ81176_RS01655	Cj0344	100.0	100.0	41.0	41.0	41.0	75.9	1.4100000000000001e-22	Cj0344	CJJ81176_RS01655
CJJ81176_RS01660	Cj0345	100.0	100.0	416.0	416.0	416.0	834.0	0.0	Cj0345	CJJ81176_RS01660
CJJ81176_RS01665	Cj0346	99.812	100.0	533.0	533.0	533.0	1085.0	0.0	Cj0346	CJJ81176_RS01665
CJJ81176_RS01670	Cj0347	98.492	100.0	199.0	199.0	199.0	385.0	3.8399999999999997e-140	Cj0347	CJJ81176_RS01670
CJJ81176_RS01675	Cj0348	100.0	100.0	392.0	392.0	392.0	798.0	0.0	Cj0348	CJJ81176_RS01675
CJJ81176_RS01680	Cj0349	99.598	100.0	249.0	249.0	249.0	499.0	0.0	Cj0349	CJJ81176_RS01680
CJJ81176_RS01685	Cj0350	100.0	100.0	140.0	140.0	140.0	283.0	7.15e-102	Cj0350	CJJ81176_RS01685
CJJ81176_RS01690	Cj0351	100.0	100.0	102.0	102.0	102.0	202.0	4.38e-71	Cj0351	CJJ81176_RS01690
CJJ81176_RS01695	Cj0352	99.245	100.0	265.0	265.0	265.0	528.0	0.0	Cj0352	CJJ81176_RS01695
CJJ81176_RS01700	Cj0353c	99.794	100.0	486.0	486.0	486.0	984.0	0.0	Cj0353c	CJJ81176_RS01700
CJJ81176_RS01705	Cj0354c	100.0	100.0	81.0	81.0	81.0	159.0	1.7899999999999998e-54	Cj0354c	CJJ81176_RS01705
CJJ81176_RS01710	Cj0355c	100.0	100.0	223.0	223.0	223.0	454.0	7.850000000000001e-167	Cj0355c	CJJ81176_RS01710
CJJ81176_RS01715	Cj0356c	99.048	100.0	105.0	105.0	105.0	203.0	2.53e-71	Cj0356c	CJJ81176_RS01715
CJJ81176_RS01720	Cj0357c	98.02	100.0	202.0	202.0	202.0	386.0	1.27e-140	Cj0357c	CJJ81176_RS01720
CJJ81176_RS01725	Cj0358	100.0	100.0	341.0	341.0	341.0	698.0	0.0	Cj0358	CJJ81176_RS01725
CJJ81176_RS01730	Cj0360	99.775	100.0	445.0	445.0	445.0	893.0	0.0	Cj0360	CJJ81176_RS01730
CJJ81176_RS01735	Cj0361	98.077	100.0	156.0	156.0	156.0	305.0	7.83e-110	Cj0361	CJJ81176_RS01735
CJJ81176_RS01740	Cj0362	98.667	100.0	150.0	150.0	150.0	308.0	2.72e-111	Cj0362	CJJ81176_RS01740
CJJ81176_RS01745	Cj0363c	98.661	100.0	448.0	448.0	448.0	897.0	0.0	Cj0363c	CJJ81176_RS01745
CJJ81176_RS01750	Cj0364	100.0	100.0	83.0	83.0	83.0	164.0	1.2900000000000001e-56	Cj0364	CJJ81176_RS01750
CJJ81176_RS01755	Cj0365c	99.797	100.0	492.0	492.0	492.0	993.0	0.0	Cj0365c	CJJ81176_RS01755
CJJ81176_RS01760	Cj0366c	99.231	100.0	1040.0	1040.0	1040.0	2098.0	0.0	Cj0366c	CJJ81176_RS01760
CJJ81176_RS01765	Cj0367c	98.365	100.0	367.0	367.0	367.0	729.0	0.0	Cj0367c	CJJ81176_RS01765
CJJ81176_RS01770	Cj0368c	99.524	100.0	210.0	210.0	210.0	427.0	1.26e-156	Cj0368c	CJJ81176_RS01770
CJJ81176_RS01775	Cj0369c	99.127	100.0	458.0	458.0	458.0	931.0	0.0	Cj0369c	CJJ81176_RS01775
CJJ81176_RS01780	Cj0370	100.0	100.0	70.0	70.0	70.0	141.0	1.19e-47	Cj0370	CJJ81176_RS01780
CJJ81176_RS01790	Cj0371	100.0	100.0	201.0	201.0	201.0	396.0	1.38e-144	Cj0371	CJJ81176_RS01790
CJJ81176_RS01795	Cj0372	99.486	100.0	389.0	389.0	389.0	792.0	0.0	Cj0372	CJJ81176_RS01795
CJJ81176_RS01800	Cj0373	99.035	100.0	311.0	311.0	311.0	625.0	0.0	Cj0373	CJJ81176_RS01800
CJJ81176_RS01805	Cj0374	96.933	100.0	163.0	163.0	163.0	303.0	5.53e-109	Cj0374	CJJ81176_RS01805
CJJ81176_RS01810	Cj0375	96.203	100.0	158.0	158.0	158.0	308.0	4.97e-111	Cj0375	CJJ81176_RS01810
CJJ81176_RS01815	Cj0376	97.08	100.0	274.0	274.0	274.0	540.0	0.0	Cj0376	CJJ81176_RS01815
CJJ81176_RS01820	Cj0377	99.123	100.0	570.0	570.0	570.0	1125.0	0.0	Cj0377	CJJ81176_RS01820
CJJ81176_RS01825	Cj0378c	98.876	94.0	190.0	179.0	178.0	341.0	2.4000000000000003e-123	Cj0378c	CJJ81176_RS01825
CJJ81176_RS01830	Cj0379c	98.316	100.0	297.0	297.0	297.0	604.0	0.0	Cj0379c	CJJ81176_RS01830
CJJ81176_RS01835	Cj0381c	93.363	100.0	226.0	279.0	226.0	435.0	4.17e-158	Cj0381c	CJJ81176_RS01835
CJJ81176_RS01840	Cj0382c	99.242	100.0	132.0	132.0	132.0	260.0	5.89e-93	Cj0382c	CJJ81176_RS01840
CJJ81176_RS01845	Cj0383c	100.0	100.0	154.0	154.0	154.0	313.0	4.87e-113	Cj0383c	CJJ81176_RS01845
CJJ81176_RS01850	Cj0384c	98.524	100.0	271.0	271.0	271.0	550.0	0.0	Cj0384c	CJJ81176_RS01850
CJJ81176_RS01855	Cj0385c	98.71	100.0	310.0	310.0	310.0	605.0	0.0	Cj0385c	CJJ81176_RS01855
CJJ81176_RS01860	Cj0386	99.565	100.0	460.0	460.0	460.0	929.0	0.0	Cj0386	CJJ81176_RS01860
CJJ81176_RS01865	Cj0387	97.576	100.0	165.0	165.0	165.0	318.0	8.2e-115	Cj0387	CJJ81176_RS01865
CJJ81176_RS01870	Cj0388	97.492	100.0	319.0	319.0	319.0	645.0	0.0	Cj0388	CJJ81176_RS01870
CJJ81176_RS01875	Cj0389	99.027	100.0	411.0	411.0	411.0	836.0	0.0	Cj0389	CJJ81176_RS01875
CJJ81176_RS01880	Cj0390	99.024	100.0	820.0	820.0	820.0	1638.0	0.0	Cj0390	CJJ81176_RS01880
CJJ81176_RS01885	Cj0391c	99.052	100.0	211.0	211.0	211.0	415.0	1.13e-151	Cj0391c	CJJ81176_RS01885
CJJ81176_RS01890	Cj0392c	99.167	100.0	480.0	480.0	480.0	966.0	0.0	Cj0392c	CJJ81176_RS01890
CJJ81176_RS01895	Cj0393c	99.777	100.0	448.0	448.0	448.0	929.0	0.0	Cj0393c	CJJ81176_RS01895
CJJ81176_RS01900	Cj0394c	99.522	100.0	209.0	209.0	209.0	420.0	1.2e-153	Cj0394c	CJJ81176_RS01900
CJJ81176_RS01905	Cj0395c	97.917	100.0	96.0	96.0	96.0	189.0	9.390000000000001e-66	Cj0395c	CJJ81176_RS01905
CJJ81176_RS01910	Cj0396c	98.795	100.0	332.0	332.0	332.0	652.0	0.0	Cj0396c	CJJ81176_RS01910
CJJ81176_RS01915	Cj0397c	97.396	100.0	192.0	192.0	192.0	360.0	1.68e-130	Cj0397c	CJJ81176_RS01915
CJJ81176_RS01920	Cj0398	98.936	100.0	94.0	94.0	94.0	184.0	5.26e-64	Cj0398	CJJ81176_RS01920
CJJ81176_RS01925	Cj0399	98.93	100.0	187.0	187.0	187.0	359.0	2.27e-130	Cj0399	CJJ81176_RS01925
CJJ81176_RS01930	Cj0400	100.0	100.0	157.0	157.0	157.0	325.0	1.17e-117	Cj0400	CJJ81176_RS01930
CJJ81176_RS01935	Cj0401	100.0	100.0	501.0	501.0	501.0	1017.0	0.0	Cj0401	CJJ81176_RS01935
CJJ81176_RS01940	Cj0402	99.034	100.0	414.0	414.0	414.0	851.0	0.0	Cj0402	CJJ81176_RS01940
CJJ81176_RS01945	Cj0403	100.0	100.0	180.0	181.0	180.0	374.0	2.02e-136	Cj0403	CJJ81176_RS01945
CJJ81176_RS01955	Cj0404	96.043	100.0	278.0	278.0	278.0	494.0	0.0	Cj0404	CJJ81176_RS01955
CJJ81176_RS01960	Cj0405	97.328	100.0	262.0	262.0	262.0	520.0	0.0	Cj0405	CJJ81176_RS01960
CJJ81176_RS01965	Cj0406c	96.656	100.0	299.0	299.0	299.0	578.0	0.0	Cj0406c	CJJ81176_RS01965
CJJ81176_RS01970	Cj0407	99.262	100.0	271.0	271.0	271.0	542.0	0.0	Cj0407	CJJ81176_RS01970
CJJ81176_RS01975	Cj0408	100.0	100.0	260.0	260.0	260.0	534.0	0.0	Cj0408	CJJ81176_RS01975
CJJ81176_RS01980	Cj0409	100.0	100.0	663.0	663.0	663.0	1375.0	0.0	Cj0409	CJJ81176_RS01980
CJJ81176_RS01985	Cj0410	100.0	100.0	241.0	241.0	241.0	502.0	0.0	Cj0410	CJJ81176_RS01985
CJJ81176_RS01990	Cj0411	100.0	100.0	728.0	728.0	728.0	1406.0	0.0	Cj0411	CJJ81176_RS01990
CJJ81176_RS01995	Cj0412	100.0	100.0	609.0	609.0	609.0	1203.0	0.0	Cj0412	CJJ81176_RS01995
CJJ81176_RS02000	Cj0413	99.573	100.0	234.0	234.0	234.0	459.0	1.83e-168	Cj0413	CJJ81176_RS02000
CJJ81176_RS02005	Cj0414	100.0	100.0	242.0	242.0	242.0	500.0	0.0	Cj0414	CJJ81176_RS02005
CJJ81176_RS02010	Cj0415	99.825	100.0	573.0	573.0	573.0	1200.0	0.0	Cj0415	CJJ81176_RS02010
CJJ81176_RS02020	Cj0417	90.909	70.0	63.0	48.0	44.0	87.8	7.980000000000001e-27	Cj0417	CJJ81176_RS02020
CJJ81176_RS02025	Cj0418c	97.095	100.0	241.0	234.0	241.0	468.0	1.11e-171	Cj0418c	CJJ81176_RS02025
CJJ81176_RS02030	Cj0419	98.333	100.0	120.0	120.0	120.0	238.0	2.41e-84	Cj0419	CJJ81176_RS02030
CJJ81176_RS02035	Cj0420	98.421	100.0	190.0	190.0	190.0	372.0	3.19e-135	Cj0420	CJJ81176_RS02035
CJJ81176_RS02040	Cj0421c	94.969	100.0	318.0	318.0	318.0	593.0	0.0	Cj0421c	CJJ81176_RS02040
CJJ81176_RS02045	Cj0426	99.238	100.0	525.0	525.0	525.0	1059.0	0.0	Cj0426	CJJ81176_RS02045
CJJ81176_RS02050	Cj0427	100.0	100.0	111.0	111.0	111.0	231.0	5.84e-82	Cj0427	CJJ81176_RS02050
CJJ81176_RS02055	Cj0428	96.063	100.0	127.0	127.0	127.0	242.0	5.54e-86	Cj0428	CJJ81176_RS02055
CJJ81176_RS02060	Cj0429c	96.392	100.0	194.0	194.0	194.0	383.0	2.2e-139	Cj0429c	CJJ81176_RS02060
CJJ81176_RS02065	Cj0430	99.02	100.0	408.0	408.0	408.0	794.0	0.0	Cj0430	CJJ81176_RS02065
CJJ81176_RS02070	Cj0431	99.51	83.0	245.0	204.0	204.0	413.0	1.96e-150	Cj0431	CJJ81176_RS02070
CJJ81176_RS02100	Cj0432c	98.259	100.0	402.0	402.0	402.0	811.0	0.0	Cj0432c	CJJ81176_RS02100
CJJ81176_RS02105	Cj0433c	98.584	100.0	353.0	353.0	353.0	694.0	0.0	Cj0433c	CJJ81176_RS02105
CJJ81176_RS02110	Cj0434	98.577	100.0	492.0	492.0	492.0	996.0	0.0	Cj0434	CJJ81176_RS02110
CJJ81176_RS02120	Cj0435	99.19	100.0	247.0	247.0	247.0	493.0	0.0	Cj0435	CJJ81176_RS02120
CJJ81176_RS02125	Cj0436	97.794	100.0	136.0	136.0	136.0	275.0	9.750000000000001e-99	Cj0436	CJJ81176_RS02125
CJJ81176_RS02130	Cj0437	99.018	100.0	611.0	611.0	611.0	1245.0	0.0	Cj0437	CJJ81176_RS02130
CJJ81176_RS02135	Cj0438	99.065	100.0	321.0	321.0	321.0	659.0	0.0	Cj0438	CJJ81176_RS02135
CJJ81176_RS02140	Cj0439	98.947	100.0	285.0	285.0	285.0	584.0	0.0	Cj0439	CJJ81176_RS02140
CJJ81176_RS02145	Cj0440c	99.099	100.0	222.0	222.0	222.0	449.0	1.62e-164	Cj0440c	CJJ81176_RS02145
CJJ81176_RS02150	Cj0441	100.0	100.0	77.0	77.0	77.0	143.0	3.7399999999999996e-48	Cj0441	CJJ81176_RS02150
CJJ81176_RS02155	Cj0442	99.01	100.0	404.0	404.0	404.0	812.0	0.0	Cj0442	CJJ81176_RS02155
CJJ81176_RS02160	Cj0443	99.038	100.0	312.0	312.0	312.0	629.0	0.0	Cj0443	CJJ81176_RS02160
CJJ81176_RS02165	Cj0755	34.262	99.0	684.0	696.0	718.0	365.0	2.44e-118	Cj0755	CJJ81176_RS02165
CJJ81176_RS02170	Cj0447	100.0	100.0	198.0	198.0	198.0	402.0	6.09e-147	Cj0447	CJJ81176_RS02170
CJJ81176_RS02175	Cj0448c	99.178	100.0	365.0	365.0	365.0	727.0	0.0	Cj0448c	CJJ81176_RS02175
CJJ81176_RS02180	Cj0449c	100.0	100.0	71.0	71.0	71.0	141.0	1.43e-47	Cj0449c	CJJ81176_RS02180
CJJ81176_RS02185	Cj0450c	100.0	100.0	64.0	64.0	64.0	129.0	2.6200000000000002e-43	Cj0450c	CJJ81176_RS02185
CJJ81176_RS02190	Cj0451	97.674	100.0	215.0	215.0	215.0	424.0	6.85e-155	Cj0451	CJJ81176_RS02190
CJJ81176_RS02195	Cj0452	98.024	100.0	253.0	253.0	253.0	505.0	0.0	Cj0452	CJJ81176_RS02195
CJJ81176_RS02200	Cj0453	99.767	100.0	430.0	430.0	430.0	889.0	0.0	Cj0453	CJJ81176_RS02200
CJJ81176_RS02205	Cj0454c	98.837	100.0	172.0	189.0	172.0	335.0	6.56e-121	Cj0454c	CJJ81176_RS02205
CJJ81176_RS02215	Cj0456c	98.119	100.0	319.0	319.0	319.0	620.0	0.0	Cj0456c	CJJ81176_RS02215
CJJ81176_RS02220	Cj0457c	98.086	100.0	209.0	209.0	209.0	422.0	1.1e-154	Cj0457c	CJJ81176_RS02220
CJJ81176_RS02225	Cj0458c	100.0	100.0	433.0	433.0	433.0	895.0	0.0	Cj0458c	CJJ81176_RS02225
CJJ81176_RS02230	Cj0459c	100.0	100.0	80.0	88.0	80.0	163.0	6.300000000000001e-56	Cj0459c	CJJ81176_RS02230
CJJ81176_RS02235	Cj0460	100.0	100.0	362.0	362.0	362.0	722.0	0.0	Cj0460	CJJ81176_RS02235
CJJ81176_RS02240	Cj0461c	99.747	100.0	395.0	395.0	395.0	786.0	0.0	Cj0461c	CJJ81176_RS02240
CJJ81176_RS02245	Cj0462	99.713	100.0	348.0	348.0	348.0	724.0	0.0	Cj0462	CJJ81176_RS02245
CJJ81176_RS02250	Cj0463	100.0	100.0	406.0	406.0	406.0	806.0	0.0	Cj0463	CJJ81176_RS02250
CJJ81176_RS02255	Cj0464	98.847	100.0	607.0	607.0	607.0	1226.0	0.0	Cj0464	CJJ81176_RS02255
CJJ81176_RS02260	Cj0465c	99.213	100.0	127.0	127.0	127.0	260.0	5.1e-93	Cj0465c	CJJ81176_RS02260
CJJ81176_RS02265	Cj0466	98.99	100.0	198.0	198.0	198.0	386.0	1.62e-140	Cj0466	CJJ81176_RS02265
CJJ81176_RS02270	Cj0467	99.142	100.0	233.0	233.0	233.0	455.0	7.37e-167	Cj0467	CJJ81176_RS02270
CJJ81176_RS02275	Cj0468	98.624	100.0	218.0	218.0	218.0	436.0	1.43e-159	Cj0468	CJJ81176_RS02275
CJJ81176_RS02280	Cj0469	99.59	99.0	245.0	253.0	244.0	496.0	0.0	Cj0469	CJJ81176_RS02280
CJJ81176_RS02305	Cj0470	100.0	100.0	399.0	399.0	399.0	812.0	0.0	Cj0470	CJJ81176_RS02305
CJJ81176_RS02310	Cj0471	100.0	100.0	52.0	52.0	52.0	103.0	2.24e-33	Cj0471	CJJ81176_RS02310
CJJ81176_RS02320	Cj0472	100.0	100.0	59.0	59.0	59.0	114.0	4.12e-37	Cj0472	CJJ81176_RS02320
CJJ81176_RS02325	Cj0473	100.0	100.0	177.0	177.0	177.0	359.0	1.0900000000000001e-130	Cj0473	CJJ81176_RS02325
CJJ81176_RS02330	Cj0474	100.0	100.0	141.0	141.0	141.0	281.0	5.04e-101	Cj0474	CJJ81176_RS02330
CJJ81176_RS02335	Cj0475	100.0	100.0	233.0	233.0	233.0	468.0	6.999999999999999e-172	Cj0475	CJJ81176_RS02335
